start_ip,end_ip,country,country_name,continent,continent_name
28.25.74.128,28.25.74.255,KR,South Korea,AS,Asia
28.30.69.128,28.30.69.255,KR,South Korea,AS,Asia
28.31.31.128,28.31.31.255,KR,South Korea,AS,Asia
28.31.232.0,28.31.232.127,KR,South Korea,AS,Asia
28.31.253.128,28.31.253.255,KR,South Korea,AS,Asia
28.49.147.0,28.49.147.127,KR,South Korea,AS,Asia
28.55.4.0,28.55.4.127,KR,South Korea,AS,Asia
28.68.182.128,28.68.182.255,KR,South Korea,AS,Asia
28.68.251.0,28.68.251.127,KR,South Korea,AS,Asia
28.97.30.128,28.97.30.255,KR,South Korea,AS,Asia
28.98.8.128,28.98.8.255,KR,South Korea,AS,Asia
28.100.31.0,28.100.31.127,KR,South Korea,AS,Asia
28.101.115.128,28.101.115.255,KR,South Korea,AS,Asia
28.102.185.0,28.102.185.127,KR,South Korea,AS,Asia
28.103.215.0,28.103.215.127,KR,South Korea,AS,Asia
28.103.228.128,28.103.228.255,KR,South Korea,AS,Asia
28.108.21.0,28.108.21.127,KR,South Korea,AS,Asia
28.108.25.128,28.108.25.255,KR,South Korea,AS,Asia
28.110.101.0,28.110.101.127,KR,South Korea,AS,Asia
28.118.210.128,28.118.210.255,KR,South Korea,AS,Asia
28.140.37.0,28.140.37.127,KR,South Korea,AS,Asia
28.192.26.128,28.192.26.255,KR,South Korea,AS,Asia
28.193.166.0,28.193.166.127,KR,South Korea,AS,Asia
28.196.147.128,28.196.147.255,KR,South Korea,AS,Asia
28.202.20.128,28.202.20.255,KR,South Korea,AS,Asia
28.234.49.0,28.234.49.127,KR,South Korea,AS,Asia
28.235.185.0,28.235.185.127,KR,South Korea,AS,Asia
28.239.162.0,28.239.162.127,KR,South Korea,AS,Asia
30.30.10.208,30.30.10.208,KR,South Korea,AS,Asia
30.37.127.0,30.37.127.102,KR,South Korea,AS,Asia
30.37.127.104,30.37.127.255,KR,South Korea,AS,Asia
31.13.28.133,31.13.28.133,KR,South Korea,AS,Asia
31.13.76.0,31.13.76.255,KR,South Korea,AS,Asia
32.114.72.50,32.114.72.50,KR,South Korea,AS,Asia
32.114.82.210,32.114.82.210,KR,South Korea,AS,Asia
32.114.82.224,32.114.82.233,KR,South Korea,AS,Asia
32.114.82.235,32.114.82.255,KR,South Korea,AS,Asia
32.114.83.226,32.114.83.238,KR,South Korea,AS,Asia
32.114.127.106,32.114.127.106,KR,South Korea,AS,Asia
32.114.127.126,32.114.127.126,KR,South Korea,AS,Asia
32.114.127.146,32.114.127.146,KR,South Korea,AS,Asia
32.114.236.0,32.114.236.255,KR,South Korea,AS,Asia
32.117.164.130,32.117.164.130,KR,South Korea,AS,Asia
32.117.164.202,32.117.164.202,KR,South Korea,AS,Asia
32.117.164.222,32.117.164.222,KR,South Korea,AS,Asia
32.118.8.154,32.118.8.154,KR,South Korea,AS,Asia
32.118.8.182,32.118.8.182,KR,South Korea,AS,Asia
34.0.96.0,34.0.127.255,KR,South Korea,AS,Asia
34.22.64.0,34.22.111.255,KR,South Korea,AS,Asia
34.64.0.0,34.64.2.255,KR,South Korea,AS,Asia
34.64.4.0,34.64.4.255,KR,South Korea,AS,Asia
34.64.6.0,34.64.6.255,KR,South Korea,AS,Asia
34.64.32.0,34.64.255.255,KR,South Korea,AS,Asia
34.96.4.24,34.96.4.127,KR,South Korea,AS,Asia
34.98.164.0,34.98.164.12,KR,South Korea,AS,Asia
34.98.164.14,34.98.164.255,KR,South Korea,AS,Asia
34.127.194.128,34.127.194.151,KR,South Korea,AS,Asia
34.127.195.64,34.127.195.87,KR,South Korea,AS,Asia
34.127.205.128,34.127.205.151,KR,South Korea,AS,Asia
34.127.208.192,34.127.208.215,KR,South Korea,AS,Asia
35.71.109.0,35.71.109.255,KR,South Korea,AS,Asia
35.216.0.0,35.216.127.255,KR,South Korea,AS,Asia
36.38.0.0,36.39.255.255,KR,South Korea,AS,Asia
36.255.36.0,36.255.36.255,KR,South Korea,AS,Asia
37.252.244.0,37.252.244.255,KR,South Korea,AS,Asia
38.6.192.0,38.6.199.255,KR,South Korea,AS,Asia
38.28.8.17,38.28.8.17,KR,South Korea,AS,Asia
38.54.40.0,38.54.40.255,KR,South Korea,AS,Asia
38.60.220.0,38.60.220.255,KR,South Korea,AS,Asia
38.117.93.0,38.117.93.255,KR,South Korea,AS,Asia
38.177.224.0,38.177.225.255,KR,South Korea,AS,Asia
38.177.227.0,38.177.227.255,KR,South Korea,AS,Asia
38.177.230.0,38.177.231.255,KR,South Korea,AS,Asia
38.177.233.0,38.177.234.255,KR,South Korea,AS,Asia
38.177.236.0,38.177.236.255,KR,South Korea,AS,Asia
39.4.0.0,39.7.255.255,KR,South Korea,AS,Asia
39.16.0.0,39.31.255.255,KR,South Korea,AS,Asia
39.109.91.0,39.109.91.255,KR,South Korea,AS,Asia
39.112.0.0,39.115.132.172,KR,South Korea,AS,Asia
39.115.132.175,39.115.132.200,KR,South Korea,AS,Asia
39.115.132.202,39.115.132.208,KR,South Korea,AS,Asia
39.115.132.214,39.120.4.11,KR,South Korea,AS,Asia
39.120.4.14,39.120.4.183,KR,South Korea,AS,Asia
39.120.4.186,39.120.201.4,KR,South Korea,AS,Asia
39.120.201.6,39.127.255.255,KR,South Korea,AS,Asia
40.1.1.0,40.1.1.255,KR,South Korea,AS,Asia
40.40.40.2,40.40.40.129,KR,South Korea,AS,Asia
40.40.253.0,40.40.253.255,KR,South Korea,AS,Asia
40.64.147.0,40.64.147.31,KR,South Korea,AS,Asia
40.66.92.0,40.66.92.255,KR,South Korea,AS,Asia
40.79.220.0,40.79.221.255,KR,South Korea,AS,Asia
40.80.32.0,40.80.39.255,KR,South Korea,AS,Asia
40.80.168.0,40.80.175.255,KR,South Korea,AS,Asia
40.80.224.0,40.80.239.255,KR,South Korea,AS,Asia
40.82.128.0,40.82.159.255,KR,South Korea,AS,Asia
40.89.192.0,40.89.223.255,KR,South Korea,AS,Asia
40.90.17.224,40.90.17.255,KR,South Korea,AS,Asia
40.90.131.128,40.90.131.160,KR,South Korea,AS,Asia
40.90.131.162,40.90.131.162,KR,South Korea,AS,Asia
40.90.131.165,40.90.131.165,KR,South Korea,AS,Asia
40.90.156.64,40.90.156.95,KR,South Korea,AS,Asia
40.90.157.32,40.90.157.63,KR,South Korea,AS,Asia
40.92.52.0,40.92.52.255,KR,South Korea,AS,Asia
40.92.84.0,40.92.84.255,KR,South Korea,AS,Asia
40.92.116.0,40.92.117.255,KR,South Korea,AS,Asia
40.92.242.0,40.92.243.255,KR,South Korea,AS,Asia
40.92.254.0,40.92.254.255,KR,South Korea,AS,Asia
40.94.32.128,40.94.32.255,KR,South Korea,AS,Asia
40.94.33.128,40.94.33.255,KR,South Korea,AS,Asia
40.94.227.0,40.94.227.127,KR,South Korea,AS,Asia
40.94.233.0,40.94.234.255,KR,South Korea,AS,Asia
40.94.241.0,40.94.242.255,KR,South Korea,AS,Asia
40.94.244.0,40.94.244.255,KR,South Korea,AS,Asia
40.94.246.0,40.94.246.255,KR,South Korea,AS,Asia
40.94.254.0,40.94.255.255,KR,South Korea,AS,Asia
40.95.12.0,40.95.12.255,KR,South Korea,AS,Asia
40.95.28.0,40.95.28.255,KR,South Korea,AS,Asia
40.95.53.0,40.95.53.255,KR,South Korea,AS,Asia
40.95.83.0,40.95.83.255,KR,South Korea,AS,Asia
40.95.242.0,40.95.243.255,KR,South Korea,AS,Asia
40.95.254.0,40.95.254.255,KR,South Korea,AS,Asia
40.96.2.160,40.96.3.31,KR,South Korea,AS,Asia
40.96.47.64,40.96.47.199,KR,South Korea,AS,Asia
40.99.0.164,40.99.0.191,KR,South Korea,AS,Asia
40.99.8.0,40.99.8.161,KR,South Korea,AS,Asia
40.99.9.194,40.99.9.255,KR,South Korea,AS,Asia
40.99.11.0,40.99.11.191,KR,South Korea,AS,Asia
40.99.12.64,40.99.12.159,KR,South Korea,AS,Asia
40.99.12.168,40.99.12.175,KR,South Korea,AS,Asia
40.99.12.184,40.99.12.239,KR,South Korea,AS,Asia
40.99.16.0,40.99.16.225,KR,South Korea,AS,Asia
40.99.20.0,40.99.20.191,KR,South Korea,AS,Asia
40.99.21.0,40.99.21.127,KR,South Korea,AS,Asia
40.99.23.64,40.99.23.127,KR,South Korea,AS,Asia
40.99.24.0,40.99.25.15,KR,South Korea,AS,Asia
40.99.28.112,40.99.28.127,KR,South Korea,AS,Asia
40.99.29.0,40.99.30.227,KR,South Korea,AS,Asia
40.99.34.64,40.99.34.141,KR,South Korea,AS,Asia
40.99.37.0,40.99.37.127,KR,South Korea,AS,Asia
40.99.38.32,40.99.38.63,KR,South Korea,AS,Asia
40.99.38.128,40.99.38.255,KR,South Korea,AS,Asia
40.99.47.0,40.99.47.63,KR,South Korea,AS,Asia
40.99.48.64,40.99.48.127,KR,South Korea,AS,Asia
40.99.49.0,40.99.49.255,KR,South Korea,AS,Asia
40.99.50.160,40.99.50.191,KR,South Korea,AS,Asia
40.99.51.0,40.99.51.127,KR,South Korea,AS,Asia
40.99.53.128,40.99.53.159,KR,South Korea,AS,Asia
40.99.53.192,40.99.53.255,KR,South Korea,AS,Asia
40.99.54.128,40.99.54.247,KR,South Korea,AS,Asia
40.99.55.0,40.99.55.159,KR,South Korea,AS,Asia
40.99.67.0,40.99.67.255,KR,South Korea,AS,Asia
40.99.72.56,40.99.73.47,KR,South Korea,AS,Asia
40.99.79.224,40.99.79.239,KR,South Korea,AS,Asia
40.99.79.248,40.99.80.7,KR,South Korea,AS,Asia
40.99.80.32,40.99.80.87,KR,South Korea,AS,Asia
40.99.83.184,40.99.84.247,KR,South Korea,AS,Asia
40.100.20.0,40.100.23.255,KR,South Korea,AS,Asia
40.100.25.0,40.100.25.255,KR,South Korea,AS,Asia
40.100.44.0,40.100.51.255,KR,South Korea,AS,Asia
40.107.81.0,40.107.81.255,KR,South Korea,AS,Asia
40.107.86.0,40.107.86.255,KR,South Korea,AS,Asia
40.107.128.0,40.107.129.255,KR,South Korea,AS,Asia
40.107.132.0,40.107.132.255,KR,South Korea,AS,Asia
40.107.226.0,40.107.226.255,KR,South Korea,AS,Asia
40.107.230.0,40.107.230.255,KR,South Korea,AS,Asia
40.107.233.0,40.107.233.255,KR,South Korea,AS,Asia
40.107.255.0,40.107.255.255,KR,South Korea,AS,Asia
40.108.153.0,40.108.153.255,KR,South Korea,AS,Asia
40.108.156.0,40.108.156.255,KR,South Korea,AS,Asia
40.126.16.0,40.126.16.255,KR,South Korea,AS,Asia
40.126.20.0,40.126.20.255,KR,South Korea,AS,Asia
40.126.51.0,40.126.52.255,KR,South Korea,AS,Asia
42.8.0.0,42.15.255.255,KR,South Korea,AS,Asia
42.16.0.0,42.17.255.255,KR,South Korea,AS,Asia
42.18.0.0,42.18.255.255,KR,South Korea,AS,Asia
42.19.0.0,42.19.255.255,KR,South Korea,AS,Asia
42.20.0.0,42.47.255.255,KR,South Korea,AS,Asia
42.82.0.0,42.82.255.255,KR,South Korea,AS,Asia
43.128.128.0,43.128.128.0,KR,South Korea,AS,Asia
43.128.128.2,43.128.128.107,KR,South Korea,AS,Asia
43.128.128.109,43.128.159.255,KR,South Korea,AS,Asia
43.131.224.0,43.131.255.255,KR,South Korea,AS,Asia
43.132.9.0,43.132.9.255,KR,South Korea,AS,Asia
43.132.12.14,43.132.12.14,KR,South Korea,AS,Asia
43.132.12.29,43.132.12.29,KR,South Korea,AS,Asia
43.132.12.116,43.132.12.116,KR,South Korea,AS,Asia
43.132.13.18,43.132.13.18,KR,South Korea,AS,Asia
43.132.13.180,43.132.13.180,KR,South Korea,AS,Asia
43.132.13.224,43.132.13.224,KR,South Korea,AS,Asia
43.132.20.200,43.132.20.200,KR,South Korea,AS,Asia
43.132.23.177,43.132.23.177,KR,South Korea,AS,Asia
43.132.23.183,43.132.23.183,KR,South Korea,AS,Asia
43.132.86.26,43.132.86.26,KR,South Korea,AS,Asia
43.133.64.0,43.133.95.255,KR,South Korea,AS,Asia
43.133.224.0,43.133.255.255,KR,South Korea,AS,Asia
43.152.84.0,43.152.84.255,KR,South Korea,AS,Asia
43.155.128.0,43.155.255.255,KR,South Korea,AS,Asia
43.159.81.0,43.159.82.255,KR,South Korea,AS,Asia
43.200.0.0,43.203.255.255,KR,South Korea,AS,Asia
43.224.29.0,43.224.31.255,KR,South Korea,AS,Asia
43.224.104.0,43.224.107.255,KR,South Korea,AS,Asia
43.225.124.0,43.225.127.255,KR,South Korea,AS,Asia
43.227.112.0,43.227.123.255,KR,South Korea,AS,Asia
43.228.160.0,43.228.163.255,KR,South Korea,AS,Asia
43.229.0.0,43.229.3.255,KR,South Korea,AS,Asia
43.229.114.0,43.229.114.255,KR,South Korea,AS,Asia
43.230.0.0,43.230.3.255,KR,South Korea,AS,Asia
43.230.76.0,43.230.83.255,KR,South Korea,AS,Asia
43.230.216.0,43.230.219.255,KR,South Korea,AS,Asia
43.231.8.0,43.231.11.255,KR,South Korea,AS,Asia
43.240.236.0,43.240.236.106,KR,South Korea,AS,Asia
43.240.236.108,43.240.236.208,KR,South Korea,AS,Asia
43.240.236.210,43.240.236.235,KR,South Korea,AS,Asia
43.240.236.237,43.240.237.255,KR,South Korea,AS,Asia
43.241.104.0,43.241.111.255,KR,South Korea,AS,Asia
43.242.112.0,43.242.115.255,KR,South Korea,AS,Asia
43.243.216.0,43.243.219.255,KR,South Korea,AS,Asia
43.246.152.0,43.246.155.255,KR,South Korea,AS,Asia
43.246.180.0,43.246.183.255,KR,South Korea,AS,Asia
43.247.104.0,43.247.107.255,KR,South Korea,AS,Asia
43.247.192.0,43.247.195.255,KR,South Korea,AS,Asia
43.249.45.0,43.249.45.255,KR,South Korea,AS,Asia
43.249.128.0,43.249.128.127,KR,South Korea,AS,Asia
43.249.129.0,43.249.129.127,KR,South Korea,AS,Asia
43.249.130.128,43.249.130.255,KR,South Korea,AS,Asia
43.249.131.128,43.249.131.255,KR,South Korea,AS,Asia
43.250.152.0,43.250.155.255,KR,South Korea,AS,Asia
43.251.29.0,43.251.29.255,KR,South Korea,AS,Asia
43.251.31.0,43.251.31.255,KR,South Korea,AS,Asia
43.251.68.0,43.251.68.255,KR,South Korea,AS,Asia
43.251.70.0,43.251.70.255,KR,South Korea,AS,Asia
43.251.120.0,43.251.123.255,KR,South Korea,AS,Asia
43.254.244.0,43.254.247.255,KR,South Korea,AS,Asia
43.255.248.0,43.255.255.255,KR,South Korea,AS,Asia
45.8.174.0,45.8.174.255,KR,South Korea,AS,Asia
45.11.184.0,45.11.184.255,KR,South Korea,AS,Asia
45.34.182.0,45.34.182.255,KR,South Korea,AS,Asia
45.35.182.0,45.35.182.255,KR,South Korea,AS,Asia
45.43.40.0,45.43.43.255,KR,South Korea,AS,Asia
45.45.193.8,45.45.193.8,KR,South Korea,AS,Asia
45.58.6.0,45.58.6.28,KR,South Korea,AS,Asia
45.58.6.30,45.58.6.255,KR,South Korea,AS,Asia
45.60.215.1,45.60.215.1,KR,South Korea,AS,Asia
45.60.215.25,45.60.215.25,KR,South Korea,AS,Asia
45.60.215.197,45.60.215.197,KR,South Korea,AS,Asia
45.64.140.0,45.64.147.255,KR,South Korea,AS,Asia
45.64.152.0,45.64.155.255,KR,South Korea,AS,Asia
45.64.172.0,45.64.175.255,KR,South Korea,AS,Asia
45.67.97.0,45.67.97.255,KR,South Korea,AS,Asia
45.80.212.0,45.80.212.255,KR,South Korea,AS,Asia
45.81.242.0,45.81.242.255,KR,South Korea,AS,Asia
45.86.234.0,45.86.235.255,KR,South Korea,AS,Asia
45.91.225.0,45.91.225.255,KR,South Korea,AS,Asia
45.93.28.0,45.93.31.255,KR,South Korea,AS,Asia
45.93.118.0,45.93.118.255,KR,South Korea,AS,Asia
45.112.88.0,45.112.119.255,KR,South Korea,AS,Asia
45.112.152.0,45.112.171.255,KR,South Korea,AS,Asia
45.113.44.0,45.113.51.255,KR,South Korea,AS,Asia
45.114.92.0,45.114.95.255,KR,South Korea,AS,Asia
45.114.104.0,45.114.104.255,KR,South Korea,AS,Asia
45.114.107.0,45.114.107.255,KR,South Korea,AS,Asia
45.114.128.0,45.114.129.255,KR,South Korea,AS,Asia
45.114.130.128,45.114.131.255,KR,South Korea,AS,Asia
45.115.25.0,45.115.25.255,KR,South Korea,AS,Asia
45.115.152.0,45.115.155.255,KR,South Korea,AS,Asia
45.117.12.0,45.117.15.255,KR,South Korea,AS,Asia
45.117.144.0,45.117.147.255,KR,South Korea,AS,Asia
45.118.250.0,45.118.250.255,KR,South Korea,AS,Asia
45.119.144.0,45.119.147.255,KR,South Korea,AS,Asia
45.119.252.0,45.119.255.255,KR,South Korea,AS,Asia
45.120.64.0,45.120.71.255,KR,South Korea,AS,Asia
45.120.76.0,45.120.78.255,KR,South Korea,AS,Asia
45.121.164.0,45.121.167.255,KR,South Korea,AS,Asia
45.125.232.0,45.125.235.255,KR,South Korea,AS,Asia
45.126.148.0,45.126.151.255,KR,South Korea,AS,Asia
45.129.87.0,45.129.87.255,KR,South Korea,AS,Asia
45.130.180.0,45.130.183.255,KR,South Korea,AS,Asia
45.133.194.0,45.133.194.255,KR,South Korea,AS,Asia
45.135.119.0,45.135.119.120,KR,South Korea,AS,Asia
45.135.119.122,45.135.119.255,KR,South Korea,AS,Asia
45.136.184.0,45.136.187.255,KR,South Korea,AS,Asia
45.141.136.0,45.141.139.255,KR,South Korea,AS,Asia
45.142.153.0,45.142.153.127,KR,South Korea,AS,Asia
45.150.56.129,45.150.56.129,KR,South Korea,AS,Asia
45.154.12.0,45.154.15.255,KR,South Korea,AS,Asia
45.158.168.0,45.158.169.255,KR,South Korea,AS,Asia
45.194.98.0,45.194.99.255,KR,South Korea,AS,Asia
45.195.73.0,45.195.73.255,KR,South Korea,AS,Asia
45.195.240.0,45.195.240.255,KR,South Korea,AS,Asia
45.248.72.0,45.248.75.255,KR,South Korea,AS,Asia
45.249.64.0,45.249.67.255,KR,South Korea,AS,Asia
45.249.160.0,45.249.163.255,KR,South Korea,AS,Asia
45.250.204.0,45.250.211.255,KR,South Korea,AS,Asia
45.250.220.0,45.250.223.255,KR,South Korea,AS,Asia
46.8.99.0,46.8.99.255,KR,South Korea,AS,Asia
46.8.114.0,46.8.115.255,KR,South Korea,AS,Asia
47.246.29.0,47.246.29.255,KR,South Korea,AS,Asia
47.246.59.0,47.246.59.255,KR,South Korea,AS,Asia
49.1.0.0,49.1.255.255,KR,South Korea,AS,Asia
49.8.0.0,49.11.255.255,KR,South Korea,AS,Asia
49.16.0.0,49.31.255.255,KR,South Korea,AS,Asia
49.50.0.0,49.50.3.255,KR,South Korea,AS,Asia
49.50.16.0,49.50.63.255,KR,South Korea,AS,Asia
49.50.128.0,49.50.191.255,KR,South Korea,AS,Asia
49.56.0.0,49.63.255.255,KR,South Korea,AS,Asia
49.128.192.0,49.128.218.255,KR,South Korea,AS,Asia
49.128.221.0,49.128.222.255,KR,South Korea,AS,Asia
49.142.0.0,49.143.223.255,KR,South Korea,AS,Asia
49.160.0.0,49.175.255.255,KR,South Korea,AS,Asia
49.236.64.0,49.236.155.255,KR,South Korea,AS,Asia
49.236.156.1,49.236.156.2,KR,South Korea,AS,Asia
49.236.156.5,49.236.156.6,KR,South Korea,AS,Asia
49.236.157.0,49.236.158.255,KR,South Korea,AS,Asia
49.236.160.0,49.236.191.255,KR,South Korea,AS,Asia
49.238.64.0,49.238.255.255,KR,South Korea,AS,Asia
49.239.128.0,49.239.191.255,KR,South Korea,AS,Asia
49.246.0.0,49.246.127.255,KR,South Korea,AS,Asia
49.247.0.0,49.247.255.255,KR,South Korea,AS,Asia
49.254.0.0,49.254.255.255,KR,South Korea,AS,Asia
50.97.17.94,50.97.17.113,KR,South Korea,AS,Asia
50.97.17.167,50.97.17.167,KR,South Korea,AS,Asia
52.46.53.0,52.46.53.255,KR,South Korea,AS,Asia
52.78.0.0,52.79.255.255,KR,South Korea,AS,Asia
52.84.166.0,52.84.167.255,KR,South Korea,AS,Asia
52.84.252.0,52.84.253.255,KR,South Korea,AS,Asia
52.85.227.0,52.85.231.255,KR,South Korea,AS,Asia
52.93.46.41,52.93.46.41,KR,South Korea,AS,Asia
52.93.46.55,52.93.46.55,KR,South Korea,AS,Asia
52.93.46.65,52.93.46.65,KR,South Korea,AS,Asia
52.93.46.86,52.93.46.86,KR,South Korea,AS,Asia
52.93.120.86,52.93.120.86,KR,South Korea,AS,Asia
52.93.120.122,52.93.120.124,KR,South Korea,AS,Asia
52.93.137.0,52.93.137.255,KR,South Korea,AS,Asia
52.93.247.0,52.93.247.127,KR,South Korea,AS,Asia
52.93.248.0,52.93.248.255,KR,South Korea,AS,Asia
52.94.6.0,52.94.6.255,KR,South Korea,AS,Asia
52.94.198.64,52.94.198.79,KR,South Korea,AS,Asia
52.94.248.176,52.94.248.191,KR,South Korea,AS,Asia
52.95.111.0,52.95.111.255,KR,South Korea,AS,Asia
52.95.192.0,52.95.207.255,KR,South Korea,AS,Asia
52.95.252.0,52.95.252.255,KR,South Korea,AS,Asia
52.96.167.0,52.96.167.159,KR,South Korea,AS,Asia
52.98.32.66,52.98.32.127,KR,South Korea,AS,Asia
52.98.37.64,52.98.37.79,KR,South Korea,AS,Asia
52.98.38.0,52.98.38.255,KR,South Korea,AS,Asia
52.98.39.128,52.98.40.33,KR,South Korea,AS,Asia
52.98.42.0,52.98.42.129,KR,South Korea,AS,Asia
52.98.51.0,52.98.51.255,KR,South Korea,AS,Asia
52.98.52.16,52.98.52.127,KR,South Korea,AS,Asia
52.98.53.0,52.98.53.15,KR,South Korea,AS,Asia
52.98.53.96,52.98.53.127,KR,South Korea,AS,Asia
52.98.55.0,52.98.55.127,KR,South Korea,AS,Asia
52.98.75.129,52.98.75.207,KR,South Korea,AS,Asia
52.98.78.120,52.98.78.127,KR,South Korea,AS,Asia
52.98.78.144,52.98.78.151,KR,South Korea,AS,Asia
52.98.78.192,52.98.78.207,KR,South Korea,AS,Asia
52.98.78.216,52.98.78.223,KR,South Korea,AS,Asia
52.98.84.193,52.98.84.255,KR,South Korea,AS,Asia
52.98.104.208,52.98.104.255,KR,South Korea,AS,Asia
52.98.106.0,52.98.106.127,KR,South Korea,AS,Asia
52.98.107.0,52.98.107.63,KR,South Korea,AS,Asia
52.98.112.32,52.98.112.63,KR,South Korea,AS,Asia
52.98.112.80,52.98.112.87,KR,South Korea,AS,Asia
52.98.112.96,52.98.112.127,KR,South Korea,AS,Asia
52.98.113.0,52.98.115.211,KR,South Korea,AS,Asia
52.98.124.0,52.98.124.255,KR,South Korea,AS,Asia
52.98.125.56,52.98.125.61,KR,South Korea,AS,Asia
52.100.0.0,52.100.0.255,KR,South Korea,AS,Asia
52.100.134.0,52.100.134.255,KR,South Korea,AS,Asia
52.100.140.0,52.100.140.255,KR,South Korea,AS,Asia
52.100.183.0,52.100.183.255,KR,South Korea,AS,Asia
52.100.191.0,52.100.192.255,KR,South Korea,AS,Asia
52.102.5.176,52.102.5.183,KR,South Korea,AS,Asia
52.102.12.144,52.102.12.175,KR,South Korea,AS,Asia
52.102.15.176,52.102.15.183,KR,South Korea,AS,Asia
52.102.17.0,52.102.17.57,KR,South Korea,AS,Asia
52.104.54.0,52.104.54.255,KR,South Korea,AS,Asia
52.105.209.0,52.105.209.255,KR,South Korea,AS,Asia
52.107.253.192,52.107.253.255,KR,South Korea,AS,Asia
52.107.254.192,52.107.254.202,KR,South Korea,AS,Asia
52.107.254.204,52.107.254.239,KR,South Korea,AS,Asia
52.108.48.0,52.108.49.255,KR,South Korea,AS,Asia
52.108.87.0,52.108.87.255,KR,South Korea,AS,Asia
52.108.190.0,52.108.190.255,KR,South Korea,AS,Asia
52.108.226.0,52.108.227.255,KR,South Korea,AS,Asia
52.109.44.0,52.109.51.255,KR,South Korea,AS,Asia
52.110.15.71,52.110.15.71,KR,South Korea,AS,Asia
52.111.194.0,52.111.194.255,KR,South Korea,AS,Asia
52.111.234.0,52.111.234.255,KR,South Korea,AS,Asia
52.113.2.0,52.113.2.255,KR,South Korea,AS,Asia
52.113.3.130,52.113.3.255,KR,South Korea,AS,Asia
52.113.8.129,52.113.8.255,KR,South Korea,AS,Asia
52.113.36.0,52.113.36.255,KR,South Korea,AS,Asia
52.113.65.0,52.113.65.128,KR,South Korea,AS,Asia
52.113.65.192,52.113.65.255,KR,South Korea,AS,Asia
52.113.68.0,52.113.68.255,KR,South Korea,AS,Asia
52.113.82.0,52.113.82.127,KR,South Korea,AS,Asia
52.113.110.0,52.113.111.255,KR,South Korea,AS,Asia
52.113.156.0,52.113.157.255,KR,South Korea,AS,Asia
52.114.44.0,52.114.51.255,KR,South Korea,AS,Asia
52.114.62.27,52.114.62.29,KR,South Korea,AS,Asia
52.114.62.58,52.114.62.72,KR,South Korea,AS,Asia
52.115.106.0,52.115.111.255,KR,South Korea,AS,Asia
52.121.172.0,52.121.177.255,KR,South Korea,AS,Asia
52.122.36.0,52.122.39.255,KR,South Korea,AS,Asia
52.122.212.0,52.122.219.255,KR,South Korea,AS,Asia
52.123.173.0,52.123.174.255,KR,South Korea,AS,Asia
52.123.253.192,52.123.253.255,KR,South Korea,AS,Asia
52.123.254.192,52.123.254.239,KR,South Korea,AS,Asia
52.129.107.0,52.129.107.255,KR,South Korea,AS,Asia
52.141.0.0,52.141.63.255,KR,South Korea,AS,Asia
52.144.227.64,52.144.227.127,KR,South Korea,AS,Asia
52.144.227.192,52.144.227.255,KR,South Korea,AS,Asia
52.144.228.194,52.144.228.255,KR,South Korea,AS,Asia
52.147.96.0,52.147.127.255,KR,South Korea,AS,Asia
52.219.56.0,52.219.61.255,KR,South Korea,AS,Asia
52.219.144.0,52.219.149.255,KR,South Korea,AS,Asia
52.219.202.0,52.219.207.255,KR,South Korea,AS,Asia
52.231.0.0,52.231.255.255,KR,South Korea,AS,Asia
52.232.144.0,52.232.145.255,KR,South Korea,AS,Asia
52.239.148.0,52.239.148.31,KR,South Korea,AS,Asia
52.239.164.192,52.239.165.63,KR,South Korea,AS,Asia
52.239.165.160,52.239.165.191,KR,South Korea,AS,Asia
52.239.190.128,52.239.190.255,KR,South Korea,AS,Asia
52.239.204.0,52.239.204.255,KR,South Korea,AS,Asia
52.245.100.0,52.245.103.255,KR,South Korea,AS,Asia
52.245.112.0,52.245.115.255,KR,South Korea,AS,Asia
52.253.173.0,52.253.174.255,KR,South Korea,AS,Asia
54.116.0.0,54.117.255.255,KR,South Korea,AS,Asia
54.180.0.0,54.181.255.255,KR,South Korea,AS,Asia
54.192.60.0,54.192.63.255,KR,South Korea,AS,Asia
54.192.68.0,54.192.71.255,KR,South Korea,AS,Asia
54.192.88.0,54.192.91.255,KR,South Korea,AS,Asia
54.192.172.0,54.192.175.255,KR,South Korea,AS,Asia
54.230.60.0,54.230.63.255,KR,South Korea,AS,Asia
54.230.155.0,54.230.155.255,KR,South Korea,AS,Asia
54.230.164.0,54.230.171.255,KR,South Korea,AS,Asia
54.230.176.0,54.230.179.255,KR,South Korea,AS,Asia
54.230.220.0,54.230.221.255,KR,South Korea,AS,Asia
54.239.0.192,54.239.0.207,KR,South Korea,AS,Asia
54.239.40.152,54.239.40.158,KR,South Korea,AS,Asia
54.239.116.0,54.239.127.255,KR,South Korea,AS,Asia
54.240.187.0,54.240.187.255,KR,South Korea,AS,Asia
57.73.192.0,57.73.207.255,KR,South Korea,AS,Asia
57.73.216.0,57.73.223.255,KR,South Korea,AS,Asia
57.140.60.0,57.140.63.255,KR,South Korea,AS,Asia
58.29.0.0,58.29.255.255,KR,South Korea,AS,Asia
58.65.64.0,58.65.127.255,KR,South Korea,AS,Asia
58.72.0.0,58.79.255.255,KR,South Korea,AS,Asia
58.84.44.0,58.84.47.255,KR,South Korea,AS,Asia
