start_ip,end_ip,country,country_name,continent,continent_name
2001:4455:1a4:9600::,2001:4455:1a4:9600:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44c8:41fe:b00::,2001:44c8:41fe:bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44c8:41fe:2800::,2001:44c8:41fe:28ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44c8:41ff:8700::,2001:44c8:41ff:87ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44c8:41ff:af00::,2001:44c8:41ff:afff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44c8:41ff:bc00::,2001:44c8:41ff:bcff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:44d0::,2001:44df:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:4860:7:40e::,2001:4860:7:40e:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:4860:7:50e::,2001:4860:7:50e:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:b400:e335:b00::,2001:b400:e335:bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:b400:e35c:8f00::,2001:b400:e35c:8fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:b400:e385:7a00::,2001:b400:e385:7aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:b400:e3a4:9500::,2001:b400:e3a4:95ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2001:b400:e487:d000::,2001:b400:e487:d0ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400::,2400:35:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:36:0:1::,2400:f2:6fff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:f2:7001::,2400:1bb:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:1bd::,2400:fff:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:1800::,2400:1800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:2200:1c1:9a00::,2400:2200:1c1:9aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:2652:43a2:f500::,2400:2652:43a2:f5ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:3300::,2400:3300:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:3460::,2400:3460:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:4780::,2400:4780:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:4980::,2400:4980:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:5920::,2400:5920:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:5ce0:18::,2400:5ce0:1f:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:6500:0:4404::,2400:6500:0:4407:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:8800:1f1b::,2400:8800:1f1b:ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:9e80::,2400:9e80:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:9f80::,2400:9f80:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:a0a0::,2400:a0a0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:a580::,2400:a580:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:ab00::,2400:ab00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:b8c0::,2400:b8c0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:cb00:34::,2400:cb00:34:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:cb00:443::,2400:cb00:443:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:cb00:523::,2400:cb00:523:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:cb00:665::,2400:cb00:665:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:cf00::,2400:cf00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:e180::,2400:e180:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fd60::,2400:fd60:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fd80::,2400:fd80:ff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fd80:106::,2400:fd80:106:ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fd80:10e::,2400:fd80:10e:3fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fd80:200::,2400:fd80:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fda0::,2400:fda0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2400:fda6::,2400:fda6:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:2700::,2401:2700:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:4000::,2401:4000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:4d45:8e0:1900::,2401:4d45:8e0:19ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:8ac0::,2401:8ac0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:9ec0::,2401:9ec0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:a000::,2401:a000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:a800::,2401:a800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:ae40::,2401:ae40:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c080:1c00::,2401:c080:1fff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500::,2401:c500:fcff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500:fd01::,2401:c500:fd01:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500:fd03::,2401:c500:fd03:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500:fd05::,2401:c500:fd05:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500:fd0a::,2401:c500:fd0f:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:c500:fd15::,2401:c500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:d800:b06:5000::,2401:d800:b06:50ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:e200::,2401:e200:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:d::,2401:fa00:d:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:17::,2401:fa00:17:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:1c::,2401:fa00:1c:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:83::,2401:fa00:83:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:98::,2401:fa00:98:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:9d::,2401:fa00:9d:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:e2::,2401:fa00:e2:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:400:4a00::,2401:fa00:400:4bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2401:fa00:480:9600::,2401:fa00:480:97ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402::,2402:3ff:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:800:71ae:1585::,2402:800:71ae:1585:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:1980:8331:e800::,2402:1980:8331:e8ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:1a00::,2402:1a00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:28c0:fffb::,2402:28c0:fffc:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:3100::,2402:3100:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:5800::,2402:5800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:6100::,2402:6100:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:7000::,2402:7000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:9d80:271:bc00::,2402:9d80:271:bcff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:9d80:30b:e600::,2402:9d80:30b:e6ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:9d80:401:cb00::,2402:9d80:401:cbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:bcc0::,2402:bcc0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:be00::,2402:be00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:de00::,2402:de00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:e940:10::,2402:e940:1f:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:e940:50::,2402:e940:5f:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2402:f400::,2402:f400:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:422:100::,2403:300:422:2ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:a16::,2403:300:a16:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:1502::,2403:300:1502:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:1d30::,2403:300:1d32:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:1df1::,2403:300:1df1:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:300:6008::,2403:300:6008:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:3700::,2403:3700:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:3e00::,2403:3e00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:6300::,2403:6300:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:6500::,2403:6500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2403:e800:900:100::,2403:e800:900:1ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:180::,2404:18f:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:800::,2404:800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:2040::,2404:2040:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:2300::,2404:2300:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:4600::,2404:4600:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:5d80:6800::,2404:5d80:68ff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:7ac0:20c0::,2404:7ac0:20ff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2404:f340:10::,2404:f340:10:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:4c0::,2405:4c0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:2000:2800:10::,2405:2000:2800:2f:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:3500::,2405:3500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:3d00::,2405:3d00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:4300::,2405:4300:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:5800::,2405:5800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:5f00::,2405:5f00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:7b00::,2405:7b00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:8600::,2405:8600:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:8dc0::,2405:8dc0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:9500::,2405:9500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:c000::,2405:c000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:d880::,2405:d880:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:f080:e0e::,2405:f080:e0f:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:fd80:f00::,2405:fd80:fff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2405:fd80:1300::,2405:fd80:13ff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:840:860::,2406:840:860:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:840:1860::,2406:840:1860:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:1ac0::,2406:1ac0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:3bc0:100::,2406:3bc0:1ff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:4000::,2406:4000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:5900::,2406:5900:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:6600::,2406:6600:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:6800::,2406:6800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:6a00::,2406:6a00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:ad00::,2406:ad00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:b000::,2406:b000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:d000::,2406:d000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:d700::,2406:d700:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:4:d600::,2406:da12:4:d6ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:11:cf00::,2406:da12:11:cfff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:17:6500::,2406:da12:17:65ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:1b:1400::,2406:da12:1b:14ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:5b:c300::,2406:da12:5b:c3ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:79:2e00::,2406:da12:79:2eff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:125:d00::,2406:da12:125:dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:15d:c600::,2406:da12:15d:c6ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:161:5600::,2406:da12:161:56ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:177:5100::,2406:da12:177:51ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:17a:8e00::,2406:da12:17a:8eff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:18a:4f00::,2406:da12:18a:4fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:19a:e800::,2406:da12:19a:e8ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:1cd:9c00::,2406:da12:1cd:9cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:1d0:7a00::,2406:da12:1d0:7aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:206:b200::,2406:da12:206:b2ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:245:f800::,2406:da12:245:f8ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:266:1900::,2406:da12:266:19ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:296:f100::,2406:da12:296:f1ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:29c:9a00::,2406:da12:29c:9aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:332:bf00::,2406:da12:332:bfff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:34e:7200::,2406:da12:34e:72ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:356:4700::,2406:da12:356:47ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:3ba:4600::,2406:da12:3ba:46ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:430:3d00::,2406:da12:430:3dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:48f:1f00::,2406:da12:48f:1fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:4bd:fb00::,2406:da12:4bd:fbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:4f0:1a00::,2406:da12:4f0:1aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:508:6500::,2406:da12:508:65ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:524:cb00::,2406:da12:524:cbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:554:a300::,2406:da12:554:a3ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:580:6c00::,2406:da12:580:6cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:581:a900::,2406:da12:581:a9ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:597:900::,2406:da12:597:9ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:599:6800::,2406:da12:599:68ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:5eb:d400::,2406:da12:5eb:d4ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:625:4a00::,2406:da12:625:4aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:665:4100::,2406:da12:665:41ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:674:f300::,2406:da12:674:f3ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:6b1:1200::,2406:da12:6b1:12ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:6b2:5b00::,2406:da12:6b2:5bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:6c7:c500::,2406:da12:6c7:c5ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:710:8200::,2406:da12:710:82ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:714:8d00::,2406:da12:714:8dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:733:ee00::,2406:da12:733:eeff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:778:1500::,2406:da12:778:15ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:899:d400::,2406:da12:899:d4ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:89c:4500::,2406:da12:89c:45ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:8b7:2000::,2406:da12:8b7:20ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:8c9:fb00::,2406:da12:8c9:fbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:8d7:8600::,2406:da12:8d7:86ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:8e3:d200::,2406:da12:8e3:d2ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:8f7:f00::,2406:da12:8f7:fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:918:8a00::,2406:da12:918:8aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:929:bb00::,2406:da12:929:bbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:94b:e700::,2406:da12:94b:e7ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:95d:a00::,2406:da12:95d:aff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:98f:700::,2406:da12:98f:7ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:9e8:a300::,2406:da12:9e8:a3ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:a03:c900::,2406:da12:a03:c9ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:a29:dd00::,2406:da12:a29:ddff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:a82:9200::,2406:da12:a82:92ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:a94:2c00::,2406:da12:a94:2cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:b16:6e00::,2406:da12:b16:6eff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:b49:ea00::,2406:da12:b49:eaff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:b6c:bd00::,2406:da12:b6c:bdff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:b81:b000::,2406:da12:b81:b0ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:c3a:5d00::,2406:da12:c3a:5dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:c98:db00::,2406:da12:c98:dbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:caa:d000::,2406:da12:caa:d0ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:cb3:c400::,2406:da12:cb3:c4ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:ccd:9e00::,2406:da12:ccd:9eff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:ce2:5800::,2406:da12:ce2:58ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:cfd:f100::,2406:da12:cfd:f1ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:d0e:5700::,2406:da12:d0e:57ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:d72:3d00::,2406:da12:d72:3dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:d77:900::,2406:da12:d77:9ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:da0:7b00::,2406:da12:da0:7bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:ded:4f00::,2406:da12:ded:4fff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:df2:e600::,2406:da12:df2:e6ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:e19:d00::,2406:da12:e19:dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:e85:9c00::,2406:da12:e85:9cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:e89:3b00::,2406:da12:e89:3bff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:f18:8c00::,2406:da12:f18:8cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:f43:db00::,2406:da12:f43:dbff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:f4e:5c00::,2406:da12:f4e:5cff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:f7a:e200::,2406:da12:f7a:e2ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:fa0:6300::,2406:da12:fa0:63ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:fa8:1300::,2406:da12:fa8:13ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2406:da12:fb5:e500::,2406:da12:fb5:e5ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:b00::,2407:b00:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:2000::,2407:2000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:3500::,2407:3500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:5080::,2407:5080:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:5180::,2407:5180:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:64c0::,2407:64c0:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:6500::,2407:6500:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:6700::,2407:6700:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:9100::,2407:9100:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:9b80::,2407:9b80:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:b200::,2407:b200:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:b800::,2407:b800:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:c000::,2407:c000:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:c280:ee:8::,2407:c280:ee:8:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:c700::,2407:c700:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2407:d100::,2407:d100:ffff:ffff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2408:823c:4c17:2254::,2408:823c:4c17:2254:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2409:891f:c0:d00::,2409:891f:c0:dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2409:894a:11f:a86::,2409:894a:11f:a86:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
2409:8a20:a7d:50f0::,2409:8a20:a7d:50f0:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
240a:61:1101:9d00::,240a:61:1101:9dff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
240a:61:1123:200::,240a:61:1123:2ff:ffff:ffff:ffff:ffff,KR,South Korea,AS,Asia
